BlueDriver Data Log
Nov 28, 2018 6:30:07 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Control Module Voltage (V),Relative Throttle Position (%),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
891.0,86,619.7,32.2,0.0,80.0,100,125,72.9,16,-3.1,32.2,16.0,1.002,23.9,2.3,82.3,23.9,2778,32.34,12.828,26.7,18,86.3,32.2
894.0,86,622.7,32.2,0.0,79.8,100,127,72.6,16,-3.1,32.1,16.7,1.001,23.7,2.3,81.9,23.8,2776,32.46,12.960,26.7,18,86.3,32.2
897.0,86,626.0,31.5,0.0,79.5,100,129,72.0,16,-3.1,31.6,17.9,0.997,23.1,2.3,81.2,23.1,2687,30.42,12.960,25.4,18,87.1,31.1
900.0,86,628.0,27.2,0.0,79.3,100,130,70.8,16,-3.1,30.6,17.0,1.000,23.1,1.6,81.2,23.1,2696,30.43,12.911,24.9,18,71.9,23.3
903.0,86,628.0,19.0,1.2,79.6,100,130,60.4,16,-2.5,22.9,21.1,1.001,19.9,0.6,75.4,20.4,2573,27.70,12.880,21.7,18,55.4,17.0
906.0,86,627.8,25.1,21.8,79.3,100,129,66.7,16,-2.8,23.8,19.7,1.001,19.4,0.7,74.8,19.1,2450,25.46,12.880,17.7,18,59.2,24.5
909.0,86,628.0,26.2,7.4,79.2,100,128,70.9,16,-3.1,26.3,17.0,0.999,21.4,1.6,81.0,21.3,2456,27.74,12.881,21.2,18,88.2,26.3
912.0,86,629.8,27.2,0.0,79.3,100,128,71.8,16,-3.1,27.1,16.0,0.998,22.0,1.6,82.0,22.0,2499,28.40,12.960,22.6,18,87.9,27.2
915.0,86,632.0,26.9,0.0,79.6,100,128,70.6,16,-3.1,27.1,16.5,1.002,18.6,1.6,73.1,19.0,2446,25.18,12.960,19.5,18,54.0,25.6
918.0,86,631.9,22.0,0.0,79.6,101,126,66.5,16,-3.1,24.2,19.0,1.000,18.1,1.2,71.8,18.1,2407,23.93,12.960,16.9,18,0.0,22.1
921.0,86,632.0,24.6,0.0,79.6,101,126,68.6,16,-3.1,24.2,19.0,0.998,19.6,0.6,77.4,19.7,2405,26.05,12.960,20.2,18,0.0,25.1
924.0,86,632.0,26.8,31.2,79.6,101,127,71.4,16,-3.1,26.5,16.8,0.999,21.3,0.2,82.3,21.6,2425,28.08,12.960,22.7,18,0.0,27.1
927.0,86,632.0,27.6,43.6,79.6,100,128,71.4,16,-3.1,28.0,16.0,0.999,22.0,1.6,81.2,22.0,2501,28.25,12.960,22.2,18,48.9,27.4
930.0,86,632.0,26.8,6.1,79.6,100,128,71.4,16,-3.1,24.3,19.0,1.002,20.2,0.6,78.7,20.7,2474,27.09,12.960,20.6,18,88.7,26.2
933.0,86,631.4,23.5,7.8,79.3,100,128,69.0,16,-3.1,23.7,19.0,1.001,19.2,0.6,77.0,19.6,2428,25.68,12.949,18.4,18,89.8,23.5
936.0,86,632.0,23.5,9.1,79.2,100,128,67.5,16,-3.1,23.2,19.2,0.998,19.2,1.5,77.3,19.6,2437,25.42,12.880,18.4,18,89.7,23.5
939.0,86,632.0,23.8,7.7,79.2,100,128,67.5,16,-3.1,23.5,20.0,0.999,19.2,0.8,76.5,19.6,2437,26.04,12.880,18.7,18,89.6,23.9
942.0,86,632.0,24.2,2.1,79.2,100,128,67.5,16,-3.1,24.8,18.4,0.998,20.0,1.8,78.7,20.3,2430,26.66,12.919,19.5,18,89.1,24.7
945.0,86,632.0,23.9,18.3,79.2,100,126,66.2,16,-2.5,14.8,29.3,0.997,9.4,1.1,48.6,11.6,2369,18.47,12.908,14.7,18,73.0,22.7
948.0,86,625.3,17.6,4.1,79.2,101,122,65.4,16,-1.5,17.0,26.9,1.003,7.6,0.5,34.3,5.7,2293,8.90,12.822,3.1,18,2.5,6.9
951.0,86,624.0,24.5,0.0,79.2,101,119,67.3,16,-0.8,24.4,17.1,1.010,20.4,1.7,81.0,22.3,2310,27.45,12.960,24.7,18,87.4,29.8
954.0,86,625.7,29.5,0.0,79.3,100,118,71.3,16,-1.1,26.1,15.8,1.001,16.5,2.3,75.3,20.4,2249,25.62,12.947,24.1,18,88.2,28.9
957.0,86,628.0,29.5,0.8,79.6,100,118,74.5,16,-3.1,31.0,14.0,0.992,21.9,2.9,80.6,22.6,2488,28.33,12.951,25.0,18,87.9,29.6
960.0,86,627.9,32.2,6.0,79.6,100,119,73.4,16,-3.1,31.8,15.2,0.995,23.9,3.1,83.0,24.1,2687,31.08,12.960,26.4,18,86.7,32.2
963.0,86,630.8,32.7,4.4,79.4,100,120,73.3,16,-3.1,32.0,16.2,0.998,23.8,2.9,82.3,24.2,2734,31.62,12.960,26.6,17,86.7,32.5
966.0,86,633.8,31.8,2.2,79.2,100,121,73.2,16,-3.1,31.6,16.4,0.998,23.5,2.3,82.0,23.5,2624,30.20,12.960,24.7,17,87.2,31.1
969.0,86,636.0,29.6,0.0,79.2,100,122,71.4,16,-3.1,30.2,16.0,1.002,23.1,2.3,81.7,23.2,2617,29.76,12.960,24.5,17,87.8,28.7
972.0,86,635.9,26.3,0.0,79.2,100,124,71.4,16,-1.6,27.7,16.0,1.003,22.2,1.3,81.9,22.5,2540,28.85,12.960,23.8,17,88.2,26.0
975.0,86,636.0,26.8,0.0,79.0,100,127,71.4,16,-1.7,26.8,16.0,1.002,21.4,0.5,82.3,21.7,2429,27.69,12.960,22.0,17,88.1,26.7
978.0,86,636.0,28.3,0.0,78.8,100,131,71.4,16,-3.1,27.8,16.1,0.998,22.0,2.3,81.6,22.4,2549,28.46,13.021,23.4,17,87.8,28.6
981.0,86,636.9,30.5,0.4,78.8,100,136,71.4,16,-3.1,30.6,17.5,1.000,22.8,1.8,81.1,22.9,2689,30.29,12.997,24.7,17,87.0,30.6
984.0,86,640.0,31.8,2.5,78.8,100,136,70.8,16,-3.1,31.7,17.8,1.002,23.7,1.2,80.8,23.8,2829,32.15,12.937,25.6,17,86.4,31.7
987.0,86,639.2,30.4,3.2,78.8,100,134,71.0,16,-3.1,31.3,17.4,1.002,23.9,1.5,80.8,24.4,2873,32.92,12.885,25.9,17,86.7,31.0
990.0,86,640.0,30.1,2.8,78.8,100,131,71.6,16,-3.1,30.3,16.7,0.997,23.1,3.1,80.8,23.1,2687,30.76,13.040,25.3,17,86.7,30.7
993.0,86,641.0,30.6,1.8,78.8,100,130,72.2,16,-3.1,30.6,18.0,0.998,23.1,3.1,80.7,23.4,2696,30.75,12.993,25.1,17,87.1,30.6
996.0,86,644.0,30.6,1.8,78.8,100,132,71.5,16,-3.1,30.6,18.0,0.997,23.1,2.6,81.0,23.5,2718,30.82,12.931,25.1,17,87.3,30.7
999.0,86,643.6,30.6,6.4,78.8,100,133,71.4,16,-3.1,29.8,18.2,0.997,21.7,2.0,79.2,21.8,2680,29.41,12.905,24.1,17,86.8,30.9
1002.0,86,644.0,25.4,4.4,78.8,100,134,67.7,16,-3.1,26.8,19.5,0.999,19.3,1.6,74.8,18.0,2537,24.82,13.040,16.5,17,90.9,21.6
1005.0,86,642.4,22.3,1.2,78.8,100,134,62.5,16,-3.1,22.3,22.3,1.001,18.0,1.6,71.0,18.0,2536,24.90,13.040,16.5,17,91.0,21.8
1008.0,86,640.0,23.6,0.0,78.8,100,134,65.1,16,-3.1,25.5,20.0,0.999,20.1,2.0,75.8,20.3,2544,26.87,13.040,19.4,17,89.9,24.2
1011.0,86,639.8,32.9,0.0,78.8,100,134,71.0,16,-3.1,29.5,18.9,1.001,22.5,1.7,80.0,22.9,2658,29.96,13.025,24.4,17,87.4,29.9
1014.0,86,640.0,32.4,5.9,78.8,101,134,73.0,16,-3.1,32.5,18.5,1.003,24.3,0.9,81.6,24.7,2913,33.41,12.960,26.7,17,85.9,32.2
1017.0,86,641.8,32.2,5.8,78.9,101,134,71.9,16,-3.1,32.5,19.5,0.998,24.3,1.6,79.6,24.7,2924,32.77,13.020,26.7,17,30.3,32.2
1020.0,86,644.0,32.3,0.0,79.2,101,132,70.6,16,-3.1,32.2,19.5,0.999,24.3,1.6,79.6,24.7,2917,33.01,13.040,26.7,17,0.0,32.3
1023.0,86,644.0,32.5,0.0,79.2,101,134,71.2,16,-3.1,32.4,19.8,1.000,24.3,1.6,79.0,24.7,2923,33.29,13.040,26.6,17,16.4,32.5
1026.0,86,643.5,32.3,14.9,78.9,100,135,70.5,16,-3.1,32.2,20.7,1.003,24.3,1.6,78.6,24.7,2945,33.56,13.040,26.3,17,85.9,32.2
1029.0,86,644.0,32.2,12.8,78.8,100,136,69.8,16,-3.1,31.8,21.4,1.006,24.3,1.7,79.1,24.7,2975,33.85,13.040,25.9,17,86.2,32.2
1032.0,86,644.0,32.2,6.3,78.8,100,136,69.8,16,-3.1,31.8,21.0,1.001,24.3,2.3,78.0,24.7,2974,33.54,12.985,25.9,17,86.3,32.2
1035.0,86,644.0,32.2,6.6,78.8,100,136,69.8,16,-3.1,32.2,21.5,0.997,24.6,2.8,78.8,25.0,2967,33.25,12.960,26.1,17,86.3,32.2
1038.0,86,643.8,32.5,0.0,78.8,100,136,69.8,16,-3.1,32.4,20.9,0.997,25.3,2.7,79.5,25.4,2971,33.31,12.960,26.6,17,86.2,32.3
1041.0,86,644.0,33.3,3.4,78.8,100,136,70.5,16,-3.1,32.8,20.3,0.999,25.9,2.3,80.0,25.9,2987,33.84,12.962,27.5,17,85.9,33.3
1044.0,86,644.0,33.5,3.4,78.8,100,136,71.4,16,-3.1,33.3,20.1,1.000,25.9,2.3,80.0,25.9,2986,34.00,13.040,27.5,17,85.6,33.3
1047.0,86,644.0,33.3,2.5,78.8,100,136,71.4,16,-3.1,33.3,20.5,0.997,25.9,2.9,80.3,25.9,2996,34.17,12.996,27.5,17,85.7,33.3
1050.0,86,644.0,33.3,8.8,78.8,100,138,70.6,16,-3.1,33.3,20.9,0.994,25.9,3.1,79.5,25.9,3017,31.87,12.988,24.3,17,86.8,32.2
1053.0,86,643.6,29.8,4.0,78.8,100,139,70.6,16,-3.1,31.7,19.8,0.992,24.8,2.8,79.4,25.1,2959,29.28,13.040,18.3,17,85.6,27.8
1056.0,86,639.6,19.1,46.9,78.8,100,139,50.1,16,-2.5,24.4,14.6,0.868,20.8,2.2,78.3,22.9,2737,31.48,13.040,22.7,17,0.0,6.3
1059.0,86,630.0,8.1,72.8,78.8,101,137,11.8,16,-0.8,5.9,-1.5,0.000,0.0,0.0,13.3,0.0,2545,12.87,12.988,9.5,17,0.0,5.9
1062.0,86,615.1,6.6,0.4,78.8,101,126,11.8,16,-5.0,8.5,22.9,0.581,8.5,4.1,35.2,8.0,2444,12.62,12.960,5.7,17,6.1,9.0
1065.0,86,607.7,21.6,15.8,78.8,101,126,45.2,16,-3.6,16.4,26.5,0.937,15.7,3.8,60.7,16.5,2419,22.30,12.975,14.1,18,25.6,19.3
1068.0,86,610.6,23.0,12.1,78.8,101,127,65.9,16,-2.1,22.9,20.1,1.005,19.0,-1.1,76.4,19.2,2439,26.21,13.040,18.4,18,89.3,23.5
1071.0,86,612.0,24.1,8.2,78.9,100,128,68.3,16,-3.1,23.9,18.9,1.000,19.6,1.6,78.4,19.6,2461,26.42,12.981,18.7,18,89.4,23.7
1074.0,86,612.7,24.6,5.2,79.2,100,128,69.0,16,-3.1,24.3,18.0,1.003,19.9,1.0,78.4,20.1,2462,26.46,12.960,19.4,18,89.1,24.7
1077.0,86,615.9,26.3,0.0,79.2,100,129,70.1,16,-3.1,25.5,17.1,1.000,21.0,1.5,80.2,21.2,2489,27.24,12.960,20.8,18,88.4,26.7
1080.0,86,618.8,28.7,3.9,79.2,100,130,71.4,16,-3.1,27.8,16.5,0.998,22.3,2.3,82.3,22.6,2556,28.87,12.960,23.5,18,87.5,29.4
1083.0,86,622.0,30.3,3.4,79.2,100,130,72.2,16,-3.1,30.4,16.6,0.998,23.1,2.3,80.4,23.5,2712,30.78,13.026,24.7,18,87.0,30.4
1086.0,86,624.0,31.1,1.0,79.1,100,130,72.3,16,-3.1,31.4,17.0,1.002,23.1,1.6,80.7,23.5,2776,31.82,13.040,25.3,18,86.5,31.2
1089.0,86,624.5,31.3,4.1,78.8,100,134,72.9,16,-3.1,31.1,17.8,1.001,23.1,2.1,80.5,23.5,2821,32.16,13.040,25.5,18,86.4,31.1
1092.0,86,627.8,30.6,0.0,78.8,100,135,71.9,16,-3.1,31.0,17.7,0.999,23.5,2.0,80.6,23.8,2851,32.38,13.020,25.7,18,86.5,30.5
1095.0,86,630.8,32.7,0.0,78.6,100,136,71.8,16,-3.1,32.0,18.2,1.000,24.5,1.7,80.9,24.7,2890,33.24,12.960,26.3,18,85.5,32.9
1098.0,86,632.0,34.2,1.1,78.4,100,135,72.4,16,-3.1,33.8,19.4,1.001,26.3,2.3,81.6,26.7,2999,34.67,13.040,28.0,18,85.5,33.9
1101.0,86,632.9,35.0,2.1,78.4,100,132,72.9,16,-3.1,34.5,18.5,0.999,26.3,3.5,81.9,26.7,2957,34.49,12.993,28.8,18,85.5,34.8
1104.0,86,636.2,35.2,0.0,78.4,100,130,72.2,16,-3.1,32.8,18.2,0.998,25.1,2.6,81.8,25.7,2907,34.05,12.991,28.5,17,85.6,34.9
1107.0,86,639.5,33.3,0.8,78.4,100,130,72.2,16,-3.1,31.4,18.9,0.999,15.5,2.4,63.4,18.2,2771,28.23,13.029,25.5,17,85.8,33.7
1110.0,86,637.6,17.7,0.4,78.4,100,131,50.1,16,-2.4,24.6,22.2,0.981,2.5,4.1,26.5,3.0,2462,7.55,12.960,9.8,18,16.9,20.3
1113.0,86,632.5,15.2,2.0,78.3,101,132,23.2,16,-1.1,8.3,29.5,0.884,11.0,5.5,33.7,11.4,2461,12.82,12.960,10.1,18,6.4,17.4
1116.0,86,628.0,26.4,4.4,78.0,101,132,73.7,16,-3.1,29.8,16.0,0.971,20.0,2.6,67.8,19.4,2577,24.34,13.005,18.0,18,0.0,21.8
1119.0,86,628.0,20.8,0.0,78.0,101,128,29.0,16,-5.3,13.4,17.9,0.988,16.7,1.6,62.1,19.8,2521,27.57,12.986,23.0,18,17.6,26.4
1122.0,86,625.0,23.9,0.0,78.3,100,126,45.3,16,-3.7,14.8,17.3,0.987,15.0,0.9,52.0,17.3,2375,24.09,12.891,18.1,18,90.2,22.7
1125.0,86,624.0,18.7,0.0,78.4,100,125,69.0,16,-1.0,25.8,16.1,0.992,21.2,-0.8,81.4,21.2,2375,26.66,13.040,21.6,18,89.0,25.2
1128.0,86,624.0,13.8,0.0,78.3,101,127,61.9,16,-1.6,22.4,20.5,1.004,18.4,-0.8,73.7,19.0,2413,25.31,12.987,13.6,18,40.7,20.8
1131.0,86,621.5,15.0,0.0,78.0,101,130,56.5,16,-2.3,20.4,23.7,0.991,5.3,0.3,36.0,7.3,2432,14.47,12.996,5.3,18,0.0,12.4
1134.0,86,607.8,5.5,0.0,78.0,101,130,26.7,16,-1.4,11.8,6.9,0.515,0.0,0.5,14.6,4.0,2404,8.99,13.022,3.6,18,9.4,7.1
1137.0,86,600.2,16.3,0.0,78.0,101,127,35.1,16,-0.8,11.2,-1.7,0.202,3.2,-0.1,20.4,11.8,2338,18.14,12.960,16.5,18,74.1,21.2
1140.0,86,597.6,23.5,1.8,78.0,100,124,69.7,16,-0.8,24.1,17.7,0.998,20.4,-0.8,80.4,20.4,2361,25.94,12.960,18.8,18,83.2,23.1
1143.0,86,600.0,23.8,4.6,78.0,100,124,69.0,16,-0.8,16.9,24.5,0.998,15.5,0.4,61.5,15.6,2339,20.19,13.001,14.9,18,60.5,21.2
1146.0,86,600.0,21.2,0.0,78.0,101,120,70.2,16,-0.8,21.6,19.6,1.000,8.7,-0.4,42.8,11.9,2282,14.13,13.118,7.9,18,13.5,13.9
1149.0,86,595.6,12.2,0.0,78.0,101,116,68.8,16,-0.8,23.9,16.1,0.999,10.7,-1.4,45.4,13.3,2238,13.89,13.299,6.2,18,6.8,9.8
1152.0,86,598.5,25.4,0.0,78.0,101,114,70.6,16,-1.6,27.6,14.6,0.997,23.3,-0.3,85.1,23.7,2310,27.43,13.440,26.7,18,86.7,28.4
1155.0,86,603.5,36.0,0.7,78.0,100,114,75.3,16,-3.1,35.7,13.5,0.997,25.9,3.1,85.1,26.3,2661,32.40,13.563,29.9,18,86.7,35.1
1158.0,86,608.9,36.4,2.5,78.0,100,112,75.3,16,-3.1,36.1,14.0,1.000,25.9,2.5,84.8,26.3,2678,32.21,13.690,31.0,18,86.5,36.3
1161.0,86,612.1,36.0,6.0,78.4,100,112,75.3,16,-3.1,35.8,14.0,1.000,25.9,2.3,84.7,25.4,2676,31.38,13.760,28.2,18,87.0,34.4
1164.0,86,615.6,27.5,9.3,78.4,100,113,73.5,16,-2.0,31.8,14.6,0.999,24.6,1.4,84.2,23.8,2610,29.75,13.751,21.7,18,89.4,26.7
1167.0,86,618.3,22.8,5.1,78.4,100,115,64.6,16,-1.0,24.8,17.0,0.998,21.3,-0.5,81.6,21.8,2387,26.90,13.680,18.0,18,48.6,23.9
1170.0,86,618.6,18.4,0.0,78.4,100,117,51.6,16,-1.6,17.3,23.0,0.997,15.7,2.3,62.7,15.7,2270,21.81,13.627,14.7,18,32.3,19.9
1173.0,86,616.0,17.7,211.9,78.4,100,120,55.7,16,-1.6,17.6,23.0,1.000,15.7,0.8,62.7,15.7,2279,19.86,13.670,13.2,18,19.4,17.7
1176.0,86,615.6,18.4,2874.8,78.4,101,121,57.1,16,-1.6,18.2,22.5,1.002,16.0,-0.3,64.1,16.0,2297,20.23,13.745,13.8,18,23.4,18.8
1179.0,86,616.0,11.9,1550.2,78.4,101,120,48.2,16,-1.6,15.9,19.8,1.004,16.1,-0.9,65.9,16.5,2262,21.04,13.680,14.1,18,92.8,18.5
1182.0,86,613.7,9.4,0.0,78.4,100,116,28.1,16,-1.6,5.5,10.5,1.008,11.4,-2.3,40.4,16.1,2191,21.25,13.728,15.5,18,92.6,20.1
1185.0,86,608.0,21.8,0.0,78.4,100,116,65.9,16,-1.0,14.4,18.7,1.000,14.3,-0.0,53.9,16.1,2180,20.96,13.760,14.2,18,75.3,18.2
1188.0,86,607.7,12.9,0.0,78.4,100,116,37.0,16,-4.0,10.8,11.9,0.548,9.3,1.0,46.3,11.1,2182,16.35,13.760,8.5,18,27.0,6.2
1191.0,86,600.0,8.0,0.0,78.2,101,115,16.2,16,-6.3,5.0,-2.0,0.000,0.0,0.0,12.5,0.4,2133,4.16,13.760,0.8,18,0.0,4.7
1194.0,86,584.6,4.9,0.0,78.0,101,113,11.0,16,-6.3,4.7,-11.6,0.000,0.0,0.0,12.2,0.0,2087,4.07,13.760,0.8,18,0.0,4.7
1197.0,86,569.0,4.7,0.0,78.0,101,110,11.0,16,-6.3,4.7,-12.0,0.001,0.0,0.0,12.2,4.0,2072,5.13,13.760,2.4,18,0.0,4.9
1200.0,86,560.0,4.7,0.0,78.0,101,112,11.0,16,-6.3,4.7,-12.0,0.000,0.0,0.0,12.2,3.8,2062,5.21,13.760,3.1,18,0.0,5.1
1203.0,86,545.0,4.7,0.0,77.8,101,108,11.0,16,-6.3,4.7,-11.8,0.365,1.3,0.8,12.6,0.7,2045,4.02,13.760,0.4,18,0.0,4.7
1206.0,86,536.1,5.4,44.1,77.6,101,104,12.1,16,-6.3,4.7,-6.2,1.111,4.2,3.1,14.1,4.3,1937,4.61,13.760,1.2,18,19.6,5.0
1209.0,86,531.1,6.2,84.6,77.6,100,104,15.0,16,-6.3,4.7,20.5,1.013,0.0,0.0,12.6,1.0,1937,3.96,13.760,1.0,18,15.3,4.7
1212.0,86,527.3,6.3,0.9,77.6,101,102,19.6,16,-6.3,6.5,34.8,0.926,3.8,5.3,17.0,0.0,1904,3.62,13.760,1.4,18,5.8,5.3
1215.0,86,519.9,12.5,34.3,77.6,101,101,41.2,16,-3.4,13.1,29.1,0.935,10.4,5.1,39.6,5.8,1946,8.86,13.760,5.5,18,27.9,9.2
1218.0,86,528.4,18.0,12.9,77.6,100,100,58.0,16,-1.3,18.8,19.5,0.988,16.6,-0.2,72.9,17.1,2103,21.95,13.760,16.9,18,91.8,20.8
1221.0,86,535.6,19.0,5.3,77.6,100,101,65.1,16,-0.9,20.8,17.7,0.992,18.0,-0.8,76.9,18.4,2137,23.46,13.760,15.4,18,45.0,18.2
1224.0,86,540.9,16.5,31.8,77.6,101,102,58.7,16,-1.6,17.6,19.5,0.999,16.2,1.5,70.2,16.8,2023,20.55,13.804,14.7,18,19.4,17.1
1227.0,86,544.0,16.5,138.8,77.6,101,102,44.7,16,-1.6,16.5,21.5,0.999,16.2,0.6,69.5,16.3,1980,16.55,13.812,10.1,18,21.4,15.5
1230.0,86,543.8,4.3,28.0,77.4,101,101,29.7,16,-4.2,11.7,31.3,1.005,13.6,-1.9,59.1,15.2,1953,13.29,13.760,1.6,18,21.7,5.5
1233.0,86,541.5,7.3,1.0,77.3,100,98,29.6,16,-4.7,9.3,35.5,1.009,9.7,-4.3,35.7,12.3,1827,12.26,13.760,8.6,18,95.2,12.5
1236.0,86,541.5,11.2,1.2,77.2,99,96,44.8,16,-1.6,12.7,24.9,0.996,12.9,-7.0,55.3,12.9,1862,14.35,13.705,9.4,18,95.3,13.2
1239.0,86,544.5,15.2,0.0,76.9,99,96,54.1,16,-1.6,15.3,21.5,0.990,14.3,0.4,61.1,14.4,1855,15.99,13.718,11.2,18,94.9,14.8
1242.0,86,548.0,18.4,0.0,76.9,101,96,60.5,16,-1.6,17.5,19.4,0.994,15.7,3.1,67.4,15.9,1882,17.98,13.760,13.5,18,83.9,17.3
1245.0,86,550.8,20.3,29.2,76.9,100,96,64.7,16,-1.3,19.9,17.3,1.000,16.9,1.9,72.6,17.1,1946,19.56,13.760,15.7,18,25.5,20.4
1248.0,86,555.7,21.4,27.7,76.9,100,96,66.5,16,-0.8,21.6,16.0,0.999,18.0,0.8,76.9,18.0,2000,21.15,13.760,17.1,18,68.5,21.1
1251.0,86,561.9,21.6,1.0,76.9,100,96,65.9,16,-0.8,21.6,15.5,1.003,18.0,1.4,76.3,18.3,1992,20.98,13.760,17.8,18,92.0,21.8
1254.0,86,568.0,21.6,6.0,76.9,100,94,66.7,16,-0.8,21.3,15.5,1.003,18.0,1.2,76.1,18.4,1977,20.88,13.760,18.0,18,91.9,21.9
1257.0,86,571.6,22.4,1.6,76.9,100,93,67.6,16,-0.8,21.9,15.3,1.001,18.3,1.2,76.6,18.5,1966,20.99,13.753,18.1,18,92.2,21.6
1260.0,86,574.3,22.7,6.0,76.9,100,92,68.5,16,-0.8,23.2,14.4,0.999,18.9,2.2,78.1,18.8,1987,21.54,13.680,19.2,18,91.9,22.4
1263.0,86,579.0,23.5,11.3,76.9,100,92,69.2,16,-0.8,24.7,12.5,1.007,20.0,0.8,80.8,20.4,2026,22.44,13.734,20.5,18,91.4,24.0
1266.0,86,585.3,25.2,10.7,76.9,100,90,70.6,16,-0.8,25.1,12.5,1.003,20.0,1.8,81.3,20.4,2059,23.04,13.760,21.2,18,91.0,25.1
1269.0,86,591.9,25.5,5.3,76.5,100,90,71.2,16,-0.8,24.9,12.5,1.000,20.0,2.0,81.3,20.4,2071,23.39,13.760,21.3,18,91.0,25.1
1272.0,86,594.7,25.8,2.1,76.5,100,90,71.4,16,-0.8,25.0,12.7,0.999,20.1,1.7,81.0,20.4,2066,23.63,13.760,21.6,18,91.0,25.5
1275.0,86,597.8,25.9,0.3,76.5,100,90,71.4,16,-0.8,25.6,13.0,0.997,20.4,2.3,82.4,20.8,2112,24.12,13.760,21.6,18,90.5,25.7
1278.0,86,602.0,26.0,0.7,76.5,100,90,71.4,16,-0.8,25.9,13.0,1.000,20.8,2.3,82.4,21.1,2137,24.53,13.716,22.0,18,90.2,26.1
1281.0,86,608.1,26.3,0.0,76.5,100,92,72.2,16,-0.8,26.2,13.0,0.998,21.0,2.7,82.4,21.2,2150,24.90,13.600,22.4,18,90.2,26.3
1284.0,86,611.7,26.3,6.0,76.5,100,91,73.1,16,-0.8,28.5,11.8,0.999,22.4,2.8,83.5,22.1,2176,25.46,13.408,22.9,18,90.2,26.3
1287.0,86,616.8,28.8,3.6,76.5,100,91,74.0,16,-0.8,30.5,10.9,1.001,24.2,2.1,85.8,24.3,2257,26.79,13.200,26.7,18,88.5,29.6
1290.0,86,621.5,30.7,1.6,76.4,100,92,74.6,16,-0.8,30.2,12.0,1.003,23.9,0.8,85.1,24.3,2374,28.42,13.106,26.2,18,88.4,30.8
1293.0,86,625.1,31.0,5.0,76.1,100,94,75.3,16,-0.8,31.0,12.0,1.002,24.2,0.8,85.6,24.5,2396,28.52,13.014,26.2,18,88.2,31.1
1296.0,86,631.9,31.4,0.0,76.1,100,97,74.8,16,-2.2,31.2,12.5,0.998,24.3,2.1,85.6,24.7,2433,28.83,12.979,26.8,18,88.2,31.4
1299.0,86,634.6,31.7,5.6,75.9,100,100,74.2,16,-3.1,32.0,13.0,0.994,24.5,3.8,85.2,24.8,2479,29.43,13.040,27.1,18,87.7,31.8
1302.0,86,637.6,32.7,6.9,75.6,100,102,73.8,16,-3.1,33.3,13.0,0.999,25.5,3.1,85.5,25.9,2525,30.19,13.040,28.4,18,87.6,33.1
1305.0,86,640.8,34.1,2.3,75.3,100,104,74.5,16,-3.1,33.7,13.0,1.000,25.8,3.7,85.5,25.9,2517,30.12,13.040,29.0,18,87.6,33.9
1308.0,86,644.0,34.1,6.0,75.3,100,104,75.1,16,-3.1,33.2,13.0,1.000,25.5,3.9,85.0,25.7,2512,29.67,13.040,25.7,18,88.8,31.8
1311.0,86,643.5,26.0,2.0,75.1,99,104,71.3,16,-2.1,29.0,13.0,1.000,23.9,3.3,83.9,24.8,2453,28.49,13.040,16.1,18,93.3,21.2
1314.0,86,642.1,17.2,0.0,74.9,99,105,53.6,16,-1.9,21.0,17.0,1.000,20.6,1.5,82.7,22.0,2175,25.15,13.059,21.8,18,90.9,26.5
1317.0,86,639.1,11.7,0.0,74.9,100,106,12.6,16,-6.3,7.5,40.0,1.013,11.4,-3.1,57.2,16.4,2031,18.68,13.048,18.4,18,59.9,25.0
1320.0,86,636.0,18.4,0.0,75.3,100,104,59.6,16,-2.9,15.3,25.1,1.005,15.2,-0.6,61.7,16.1,1995,17.54,13.014,12.8,18,19.3,17.6
1323.0,86,633.0,15.0,0.0,75.0,100,104,52.5,16,-1.6,16.7,20.3,1.000,16.7,1.6,70.7,17.3,2019,19.88,12.972,10.2,18,12.9,13.7
1326.0,86,629.9,13.1,0.0,74.9,100,103,45.8,16,-1.6,13.6,25.6,1.002,12.5,1.9,53.7,13.7,1950,15.36,13.098,11.0,18,3.3,13.4
1329.0,86,623.1,10.1,0.0,75.0,100,101,39.8,16,-1.7,11.8,28.0,0.999,0.0,5.5,15.3,0.0,1894,6.98,13.060,5.0,18,0.0,9.0
1332.0,86,611.2,3.9,0.0,75.3,100,94,10.2,16,-7.0,5.9,-0.9,0.346,0.8,2.2,13.0,0.7,1785,3.25,13.040,1.0,18,0.0,3.9
1335.0,86,599.8,3.9,5.0,75.3,100,90,10.2,16,-7.0,3.9,-13.0,0.000,1.4,0.0,11.5,2.5,1673,3.37,13.040,1.2,18,1.2,4.1
